SID,wave,item,Inventory,Trait,Facet,Reverse,Mini,Maxi,Modified Item,word
01,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,isolated
01,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,extroverted
01,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,tempermental
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,live
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,cook
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,meals
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,watch
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,tv
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,movies
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,family
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,talk
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,grandparents
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friendship
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,bracelets
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,random
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,crafts
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,daily
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walks
01,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,procrastinate
02,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,staying
02,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,indoors
02,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,physically
02,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,school
02,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,exercise
02,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,check
02,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,news
02,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,frequently
02,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,read
02,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,learn
02,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,internet
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,family
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,constant
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,school
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,breaks
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,phone
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,screen
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,significantly
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,increased
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,amount
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,procrastination
03,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,engage
04,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,avoiding
04,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,people
04,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,sense
04,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,cleanliness
04,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,inside
04,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,day
04,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,nice
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,run
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,avoid
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,people
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wash
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hands
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wash
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,groceries
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wear
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,mask
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wear
04,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,gloves
05,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spending
05,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
05,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
05,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,amount
05,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
05,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spend
05,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,strengthening
05,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,workouts
05,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,cardio
05,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,gardening
05,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,cooking
05,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,watching
05,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,netflix
06,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,sleeping
06,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,schedule
06,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,eating
06,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,habits
07,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
07,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,person
07,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,eating
07,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,meals
07,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,hanging
07,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,day
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,live
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stay
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,indoors
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,days
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,spend
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,person
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,parents
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,day
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,watch
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,episode
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,tv
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,day
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wake
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,earlier
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,classes
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,online
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,volunteer
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,tutoring
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,classes
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,complete
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,assignments
07,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,online
08,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spending
08,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
08,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,family
08,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
08,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,spending
08,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
08,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,family
09,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,feel
09,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,lot
09,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,busy
09,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,night
09,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
09,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,live
09,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,bunch
09,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
10,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,workout
10,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,routine
10,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,gym
10,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,track
10,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stay
10,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
10,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lot
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,roommate
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,moved
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,essentially
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,moved
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,boys
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,live
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,apartment
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,building
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,human
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,contact
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,bring
11,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,food
13,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,family
13,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friend
13,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,video
13,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,communication
13,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stay
13,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
13,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,active
13,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,unhappy
14,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,leaving
14,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,house
14,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,isolating
14,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,leaving
14,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,house
14,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,covid
14,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,leave
14,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,house
14,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,day
16,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,rarely
16,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,socialize
16,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,person
16,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,person
16,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,boyfriend
16,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,person
16,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,stay
16,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,don
16,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,sleep
16,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lot
16,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,eat
17,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,video
17,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,chat
17,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,communicate
17,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
